,Accenture_predictions,Adobe_Systems_predictions,Advanced_Micro_Devices_predictions,Akamai_Technologies_predictions,Alliance_Data_Systems_predictions,Amphenol_Corp_predictions,Analog_Devices_predictions,ANSYS_predictions,Apple_predictions,Applied_Materials_predictions,Autodesk_predictions,Automatic_Data_Processing_predictions,Broadcom_predictions,Broadridge_Financial_Solutions_predictions,Cadence_Design_Systems_predictions,Cisco_Systems_predictions,Citrix_Systems_predictions,Cognizant_Technology_Solutions_predictions,Corning_predictions,F5_Networks_predictions,Fidelity_National_Information_Services_predictions,Fiserv_predictions,FleetCor_Technologies_predictions,FLIR_Systems_predictions,Fortinet_predictions,Global_Payments_predictions,HP_predictions,Intel_predictions,International_Business_Machines_predictions,Intuit_predictions,IPG_Photonics_predictions,Jack_Henry_Associates_predictions,Juniper_Networks_predictions,Keysight_Technologies_predictions,KLA_Tencor_Corp_predictions,Lam_Research_predictions,Mastercard_predictions,Microchip_Technology_predictions,Micron_Technology_predictions,Microsoft_predictions,Motorola_Solutions_predictions,NetApp_predictions,Nvidia_Corporation_predictions,Oracle_predictions,Paychex_predictions,QUALCOMM_predictions,Red_Hat_predictions,Salesforce_predictions,Rollins_predictions,Seagate_Technology_predictions,Skyworks_Solution_predictions,Symantec_predictions,Synopsys_predictions,TE_Connectivity_predictions,Texas_Instruments_predictions,Total_System_Services_predictions,Verisign_predictions,Visa_predictions,Western_Digital_predictions,Western_Union_predictions,Xerox_predictions,Xilinx_predictions
215,[127.55970886],[147.82087994],[12.27607751],[45.35851535],[221.41460607],[78.39631793],[77.82296517],[125.52099508],[157.05536591],[44.28855602],[108.71340855],[104.43956095],[249.13133749],[76.25962147],[36.96382565],[30.39777308],[74.72223301],[70.07812936],[27.85123641],[116.59753794],[89.95865968],[120.51854453],[142.573804],[37.82677546],[36.63175411],[93.85170915],[18.50119757],[35.02897415],[139.77130937],[134.22614947],[166.32049786],[98.1566554],[27.15574605],[7.56936407],[90.35781372],[160.7343816],[130.29989963],[81.7319592],[30.43843698],[72.48614399],[87.38451801],[39.31053407],[160.94210186],[48.63257921],[54.95140879],[51.93769108],[100.35026432],[90.8288307],[43.64970369],[31.31758777],[102.40432346],[28.43850621],[77.16473515],[77.69448887],[80.07451629],[64.99651853],[98.32404427],[102.3164035],[83.02377284],[18.90282234],[31.457645],[61.03521218]
216,[128.15667655],[149.21222259],[12.07530673],[44.91692825],[221.1161524],[78.72896695],[77.87560607],[126.82834048],[156.81822242],[43.3801835],[109.91207116],[102.77498942],[249.93838644],[76.35188894],[37.00544908],[30.63916387],[75.19850856],[69.47946037],[28.21263528],[116.17039028],[90.8171276],[120.86571561],[143.24574932],[37.36770033],[36.97190372],[94.59065568],[18.56128033],[34.91595921],[140.2729641],[135.99386706],[165.16234142],[99.41344711],[27.15834465],[7.67009876],[88.96589351],[158.52786528],[131.15466634],[81.68929993],[29.53958119],[72.23764347],[87.21746467],[38.81000793],[159.09030043],[48.899761],[55.7073047],[51.98060526],[102.72082683],[91.77450191],[44.18458971],[31.45657624],[101.23731581],[28.16921554],[77.94375256],[78.31002333],[80.01069995],[65.96688781],[98.96093992],[103.10486206],[84.08022336],[18.87997657],[31.25119322],[61.1273967]
217,[129.3687777],[152.50616487],[12.1903409],[45.79877898],[222.75913759],[79.68334367],[79.14553214],[129.15667703],[159.38229927],[44.37643746],[111.05868655],[103.83741558],[255.15976363],[76.91401083],[37.49215748],[31.34454803],[75.70723967],[70.18463568],[28.5208131],[116.94373613],[91.63204206],[122.7137093],[142.23408206],[37.93074862],[37.53834096],[95.95574852],[18.99587827],[34.65385934],[140.96813005],[138.35682365],[166.19188398],[100.4497089],[27.54846591],[7.79643782],[91.74260829],[163.8559538],[133.03553664],[82.67306233],[30.46478517],[73.19476915],[86.4342863],[38.60982555],[162.14638143],[49.25325529],[56.19970766],[52.36308687],[104.8850417],[92.81197504],[44.79452839],[32.28557933],[103.25616568],[28.71924268],[79.09740063],[78.82588348],[80.81329614],[66.2605874],[100.23874948],[103.89128562],[86.58084173],[19.05095864],[31.54670102],[61.28421568]
218,[128.47148478],[151.42070423],[12.5276608],[45.43054108],[220.65776547],[79.34678466],[79.07350649],[127.17054314],[159.52117583],[44.11065338],[110.66833123],[103.83387096],[257.20524606],[77.04239501],[37.37154861],[30.87088223],[75.36748362],[69.97436431],[28.53325866],[116.01987002],[91.3151237],[122.19155295],[142.27429673],[37.55216602],[37.13938182],[94.54539592],[18.84463543],[34.65017031],[142.07598441],[135.54553315],[165.68339681],[100.37745756],[27.37643645],[7.72019322],[91.3889355],[161.89976298],[132.34063609],[82.88197673],[30.49713827],[72.82511073],[86.20278638],[38.68685701],[165.61436448],[49.09865916],[55.80898938],[52.20853894],[104.00953093],[92.95454432],[44.59867502],[30.94129555],[102.74408124],[29.18462828],[78.427559],[78.61726257],[80.96607085],[67.12913953],[100.96743414],[103.10277997],[88.54092904],[18.96637397],[31.88017512],[63.98222508]
219,[128.74625625],[150.84341343],[12.57239602],[45.21807524],[222.8497541],[79.40510888],[79.20625033],[127.01242183],[158.79386885],[43.77204661],[110.67862776],[104.64760289],[255.18139599],[76.64381085],[37.199475],[31.21211645],[75.42750352],[69.80363482],[28.58166461],[117.47610684],[91.22673154],[121.57875689],[142.48429382],[37.50186612],[37.21000034],[94.24009613],[19.38248203],[34.70850693],[142.80720146],[135.38821011],[165.64697847],[99.63789551],[27.44814958],[7.67081421],[90.47281685],[158.90713672],[132.16599135],[82.68455606],[30.16764124],[72.70147992],[86.54012068],[38.78347027],[165.58945047],[49.20366162],[55.53382667],[52.48232516],[104.62330474],[94.00621161],[44.64402545],[30.98835746],[102.59371797],[29.36684621],[78.55558446],[78.23939184],[81.25403771],[66.75812482],[101.52908278],[103.06254426],[89.50372352],[18.98452604],[32.07649028],[64.2108044]
220,[129.35517734],[151.31865614],[12.46745255],[44.96457509],[221.93719282],[79.77631128],[79.00396329],[127.97338778],[159.38213727],[43.3760739],[115.32041683],[104.70107649],[246.06034253],[76.88505017],[37.41172732],[31.42469775],[75.45720472],[69.71964858],[28.66116811],[117.60205389],[91.33874481],[122.34505669],[142.39435912],[37.9524147],[37.21049285],[93.32334161],[19.32883462],[34.67431464],[143.66517226],[137.3790362],[167.46482464],[100.04708267],[27.53053299],[7.12180274],[90.42374407],[158.01596144],[131.95128395],[82.68614805],[30.33967167],[72.87376294],[86.9672344],[38.5480285],[164.71061532],[49.23595428],[56.20232604],[51.96705893],[105.37962438],[94.02330864],[44.75645209],[31.26219014],[101.98178438],[29.44995126],[78.51143654],[78.4831417],[80.9999977],[66.46553745],[101.50348667],[103.24040131],[90.39658164],[18.99389924],[32.2744006],[64.8215972]
221,[129.28300199],[151.77167577],[12.2046097],[45.15319451],[223.67561726],[79.70119365],[79.44443274],[127.73764592],[161.0562792],[43.60585638],[111.27341982],[104.73942848],[243.42080589],[76.91306167],[37.78196231],[31.61907921],[75.50622604],[69.93502275],[28.76486232],[117.74746307],[91.82216331],[122.90107138],[143.16663345],[37.48062105],[37.27090952],[94.05977693],[19.16250845],[34.65528592],[142.39454278],[137.98707926],[169.68239734],[100.53062543],[27.5151541],[7.01526413],[91.56365012],[160.82845609],[133.05463671],[83.76854866],[31.12351076],[72.84041082],[87.37662315],[38.34734921],[165.00617007],[49.24174313],[56.53294938],[51.81793439],[105.54101753],[93.68353008],[44.83270224],[31.42557299],[100.88650122],[29.89435618],[78.89466915],[77.78279036],[80.78672411],[67.57341406],[102.29404943],[103.60605702],[90.61951348],[19.04516243],[32.3236776],[65.27477991]
222,[129.73191197],[152.33692797],[12.1014637],[45.70151802],[223.54075182],[80.1653677],[79.58411054],[126.51920837],[162.47690479],[44.00076243],[111.35179657],[105.15692813],[242.40143209],[76.85110559],[37.93002209],[31.45701915],[76.33809159],[69.62007841],[28.58871351],[117.75284537],[91.9526311],[123.0728209],[142.79645123],[37.71747907],[37.38668001],[94.01644415],[19.21709076],[34.73621089],[143.17602835],[138.10035633],[169.7736482],[101.15959531],[27.45520828],[7.02585905],[92.41245296],[162.3341121],[133.09688099],[83.83910896],[31.49209893],[73.10361618],[86.94582182],[38.01953813],[164.57821657],[49.46577125],[56.63618416],[51.78762797],[105.58565048],[93.89184798],[44.28815034],[31.45705682],[101.63504233],[29.70870098],[78.82891189],[78.56204434],[81.07188344],[67.71818314],[101.66808332],[103.66443708],[90.07621145],[19.06871383],[32.25379148],[65.7318487]
223,[129.80068042],[153.76659878],[12.6514972],[46.46531975],[225.09045436],[80.28157944],[83.49011806],[127.97773787],[162.88027813],[45.41616251],[113.55836226],[105.89657635],[246.56095151],[76.81296677],[38.36637607],[32.01625976],[76.87036396],[69.6380714],[28.64681091],[118.62084494],[92.38431197],[123.24358896],[143.1642468],[38.49982983],[37.85204867],[94.60998575],[19.17165233],[34.89191049],[142.42250705],[140.02947873],[172.1873928],[101.55870576],[27.62756777],[7.11501367],[93.53056734],[165.02102941],[133.03345396],[85.57006938],[31.61074913],[74.0442076],[87.6836521],[38.18433561],[165.78962485],[49.79873868],[56.62634107],[52.1019346],[106.18647843],[94.81784826],[43.78837725],[31.48019767],[104.01589395],[29.87579218],[79.61475474],[78.89296695],[82.29981224],[68.19946871],[102.59585405],[103.59484308],[90.30269322],[18.93078636],[32.31831537],[66.12220347]
224,[130.78130704],[155.20210019],[13.09212697],[47.13936963],[225.43467677],[80.92737717],[83.62414228],[128.95803003],[163.53100433],[45.2331285],[114.42872703],[106.5009418],[252.52474902],[78.14527965],[39.27423047],[32.22339361],[78.04275882],[70.72188629],[28.76289184],[119.36262039],[92.86753455],[123.75546604],[143.85337433],[37.996342],[38.22486495],[95.45266221],[19.06419179],[35.07092625],[143.0878498],[141.48128314],[175.64584851],[103.07199651],[27.72091064],[7.1631558],[93.71599092],[166.16042329],[132.52620014],[86.74653562],[32.01126354],[74.79692774],[88.15819534],[38.63119384],[169.34908402],[50.32732348],[57.04901978],[52.23674459],[107.53223243],[95.38831938],[44.46648155],[31.50578161],[105.39198012],[29.98144881],[80.4194194],[79.66503424],[82.79925089],[69.18977413],[103.73808016],[103.40105121],[88.22986733],[18.92810947],[32.2924558],[66.09838077]
225,[130.1386052],[155.10130068],[13.25858094],[47.07775725],[225.20238695],[80.82941983],[84.1168828],[128.05717235],[163.6005353],[45.17868331],[113.71328907],[107.37274948],[252.91982485],[78.02677504],[38.6710667],[32.35947981],[78.46102042],[70.79236026],[28.92281051],[118.6421425],[92.35711611],[123.09366721],[143.8870671],[38.24855087],[38.31956778],[95.53659986],[19.34595814],[35.09739376],[143.95336496],[141.95573837],[174.92251927],[102.68261258],[27.69197985],[7.14495796],[94.13839716],[167.05922852],[132.44965087],[87.76747074],[32.63863935],[73.95498301],[87.9053766],[38.66448365],[170.55698843],[50.61677455],[57.10521351],[52.01946952],[107.49196128],[95.90057698],[44.4699413],[31.78153933],[105.48347392],[29.87602443],[80.48370085],[79.79031673],[82.53181771],[68.94852393],[103.95939627],[103.75013416],[90.36259014],[18.79202369],[32.58961697],[66.03495768]
226,[129.85852062],[154.26521386],[12.93969402],[46.17107882],[219.57870164],[80.32823794],[83.05687475],[128.47781694],[161.63269331],[44.59386636],[113.90071471],[106.42821273],[249.05761928],[78.36749779],[38.25411822],[31.60831938],[77.17728241],[70.50063881],[28.64766824],[116.59797783],[92.26701722],[121.9908024],[141.25204021],[38.17855012],[36.7674744],[94.83177756],[19.23661132],[35.03996871],[142.96507681],[141.55626772],[172.20494985],[101.92096504],[27.20988372],[7.14588449],[93.69755607],[164.28627466],[131.89276114],[86.54665278],[32.03002953],[73.60981332],[86.58847719],[38.02959328],[166.91567752],[50.92699134],[56.74841968],[50.00652617],[106.82964678],[96.11792894],[44.33989646],[32.78047541],[106.83781857],[29.81536226],[80.0075461],[79.13126411],[81.87936071],[68.93481845],[102.6034429],[102.90937813],[89.65744033],[18.69679633],[32.13174306],[64.56075634]
227,[131.11066212],[153.69417299],[12.74888587],[46.86912746],[220.42079522],[80.59343677],[82.55162745],[127.78921754],[161.4681502],[44.72115818],[113.87384992],[108.03462769],[249.16513517],[78.4832129],[38.27268819],[31.91216165],[76.64563374],[70.85723712],[28.58657066],[116.61560388],[92.49201077],[122.48920232],[140.31631643],[38.14945895],[37.35290244],[94.75456862],[19.34815709],[35.74137326],[143.83548492],[141.15579035],[173.11583546],[101.45052317],[27.48116379],[7.1330207],[94.54556113],[165.14932056],[132.12014917],[86.19673945],[32.27609873],[73.42288507],[85.62275076],[38.81212512],[166.2582927],[51.00207268],[57.17926546],[50.56430163],[106.40051006],[95.84422449],[44.43812377],[32.76945559],[106.21682832],[29.62313846],[80.02197504],[79.13910069],[82.10271181],[69.0084988],[102.9326285],[103.01469569],[89.37021902],[18.51744787],[32.16725555],[64.14933677]
228,[134.16744984],[155.52186528],[12.59759875],[46.83658875],[215.95423817],[80.47457828],[81.31321943],[128.49858071],[160.84770507],[45.20716398],[114.1015093],[108.92331863],[246.87056988],[79.03536326],[38.46311102],[31.75096753],[75.5665219],[71.38588595],[28.72597071],[115.74403642],[92.60016027],[122.90800496],[142.13309296],[37.92242636],[37.44430761],[96.06396786],[19.28402261],[35.56553615],[142.74358571],[141.04790872],[173.35587791],[101.87205029],[27.03941151],[7.23360666],[95.31159306],[168.79132781],[135.77881225],[87.47666148],[32.84975645],[74.3709697],[86.37798565],[38.66789536],[166.15822215],[51.71936803],[57.04151362],[50.301757],[107.07492899],[96.71124767],[44.50904283],[32.28955051],[106.50151436],[30.54738562],[79.89136867],[78.79167222],[82.06077646],[70.03726678],[103.52961654],[104.4356286],[88.53233002],[18.55636044],[31.89575169],[64.30406873]
229,[133.72981566],[155.49048643],[12.24042269],[46.01061],[214.29758819],[80.51757324],[80.58786154],[128.52834005],[158.21028578],[44.42798922],[114.52476854],[108.39388649],[244.61780953],[79.10414947],[38.30504403],[31.53940805],[75.13855886],[71.07152997],[28.54715721],[115.6238951],[92.36798057],[122.74167655],[144.40875949],[38.07346467],[37.56644691],[95.15398105],[19.11019537],[35.22587714],[142.52444881],[141.64867165],[173.8933625],[102.03402195],[26.67046771],[7.42670778],[94.44025666],[165.83612495],[136.51344327],[86.63510596],[32.40494047],[74.06772438],[85.15548459],[38.65835364],[163.79753102],[51.56827721],[56.93354486],[49.69664919],[107.19402337],[96.44457498],[44.65927521],[31.95857053],[104.73203812],[31.58065478],[79.62071485],[78.96124671],[81.47140243],[69.47632944],[103.32335203],[104.30413443],[86.83884986],[18.6925074],[31.58454117],[63.63883427]
230,[136.26359417],[157.05990948],[12.53138886],[46.42661784],[218.89141719],[81.96349693],[82.29096732],[129.82722726],[161.07115069],[45.51281499],[116.63210245],[107.57105426],[248.05510543],[80.16998167],[37.66192517],[32.15243714],[76.17776354],[72.12722348],[28.9423709],[117.4697871],[93.37642401],[124.30295515],[146.32269673],[39.01728919],[38.26676216],[96.530059],[19.31073469],[35.76145458],[144.78108625],[142.738285],[177.15053852],[102.53145236],[26.99005084],[7.27336736],[97.13512999],[169.96254277],[141.2480965],[88.27833186],[33.51571239],[74.78032764],[87.14546822],[39.45108145],[168.92530648],[52.49378765],[57.30150695],[50.62251462],[107.65557342],[97.6263105],[44.56693572],[30.84382253],[107.30213014],[32.69039641],[79.61690883],[81.02642451],[82.27720147],[69.80900932],[104.65257222],[105.98014134],[87.37532997],[18.88968886],[32.09281016],[64.74930134]
231,[136.09513036],[156.34381895],[12.38903126],[46.82439634],[221.39821536],[82.04329639],[82.23328062],[132.09711519],[160.41649373],[45.70587595],[116.15854107],[107.85635316],[247.65399566],[80.45020713],[37.60143822],[32.42442045],[76.34085758],[72.7743323],[29.16652308],[117.59995625],[93.29902489],[124.60235259],[144.96982402],[39.35775617],[38.49960736],[98.01153786],[19.47432861],[36.090026],[145.61406652],[142.43685214],[177.82102343],[102.67166886],[27.48011245],[7.2634701],[97.91983668],[171.90869783],[141.70038648],[88.49079654],[34.35082798],[74.73252804],[87.83637696],[39.91102675],[169.48883834],[52.75591445],[58.18551428],[50.78410483],[107.74164151],[96.87801073],[44.2835832],[31.90297372],[106.95980987],[33.68638435],[79.63260971],[81.52889989],[82.89426679],[68.89584929],[103.74702685],[106.15356757],[88.84980904],[19.20689858],[32.85263706],[64.99801854]
232,[134.86476145],[156.24301545],[12.239928],[46.68947412],[222.37553641],[81.70226187],[82.00437096],[131.49978826],[159.20466573],[46.12628329],[116.24840846],[107.17864586],[246.59906108],[79.57607868],[37.49725429],[32.22534256],[77.0675189],[72.24580557],[29.22503593],[116.63197054],[92.51765729],[124.07154119],[144.65643571],[39.12171025],[37.94907988],[97.47293492],[19.26366169],[36.32504353],[145.95404219],[142.12248396],[179.30386974],[102.1901546],[27.63049294],[7.29177922],[96.92370374],[171.66222827],[139.28955217],[88.32001931],[34.5748182],[75.1888596],[85.9940118],[40.32858447],[170.74381859],[52.79572414],[58.10837457],[50.9967351],[107.84552923],[95.78499886],[43.9194005],[32.82036427],[106.90379218],[33.09163852],[79.16906778],[81.54850044],[82.7141551],[67.59401079],[103.44693994],[105.65303852],[85.65036463],[19.08833264],[32.74095938],[66.95046764]
233,[134.90468592],[154.99014855],[12.2812433],[46.57603429],[218.93496884],[82.22440186],[82.34283767],[129.03060748],[157.7923273],[47.06228823],[115.56245292],[106.8518538],[247.09902001],[79.30711463],[38.07949799],[32.15702101],[76.74900103],[71.67534545],[29.27958279],[116.90903204],[92.1795068],[123.61849155],[143.92949978],[39.22590153],[38.03431157],[96.9254086],[19.44705196],[36.49268959],[145.40297298],[142.12692134],[179.91211746],[102.03901755],[27.59121091],[7.29812141],[97.43332479],[172.71242893],[140.64085922],[89.24293702],[34.60563527],[74.82677992],[84.41920173],[40.69474017],[170.13948108],[52.80849422],[57.55041697],[51.42878097],[107.80401842],[95.52984918],[44.50863818],[32.60017999],[107.02868867],[32.92460826],[80.18181033],[81.25702341],[83.2966817],[67.28660414],[103.45136537],[105.9819805],[85.63930016],[18.9409752],[32.80840804],[67.88267417]
234,[135.31210633],[154.55184165],[12.51006505],[47.33235093],[216.17746509],[82.52560702],[83.78294028],[121.67991164],[159.49149255],[47.22825994],[114.30632411],[106.86216532],[250.54091996],[79.12321351],[38.29776117],[32.47587587],[76.30597597],[71.70130887],[29.35021433],[116.65877053],[92.11407934],[124.12760213],[144.91637815],[39.85831885],[38.68197327],[97.52832979],[19.47669751],[37.00952721],[144.80935439],[142.19738017],[180.29097461],[101.78981306],[27.76417695],[6.85393474],[98.64182408],[173.22403273],[140.77580462],[89.65345188],[34.66945482],[75.29832084],[85.43599053],[41.04640116],[178.9657573],[48.76367894],[57.8214348],[52.09729731],[107.34180915],[94.85107579],[44.01885291],[33.61600768],[109.6283994],[33.24387812],[79.8880904],[82.12710714],[84.77072421],[66.70705889],[104.44579464],[105.17161096],[88.75577677],[18.90642234],[32.64399575],[68.37299285]
235,[136.9867919],[155.95716706],[13.13653587],[47.58597561],[217.050095],[82.77836766],[85.0936247],[123.87029148],[158.25403938],[48.07206466],[113.92768905],[106.55662261],[250.13345562],[78.91788788],[38.78883023],[32.55194354],[76.54469384],[72.03332395],[29.54751123],[116.92936397],[93.58688887],[125.55250527],[151.56986376],[40.69224317],[38.62774881],[97.11621257],[19.57233776],[37.02621535],[144.53815802],[143.91794689],[183.23041124],[102.45181633],[27.68245914],[6.10309376],[100.94732523],[177.46191811],[140.66081631],[90.94080004],[35.48529817],[75.21992786],[85.58167346],[40.67245946],[187.08453041],[48.42786198],[58.1004795],[52.1641472],[107.4996642],[95.79818964],[43.84465306],[33.49301917],[107.58275812],[33.78529454],[80.46950145],[82.65919102],[86.0463804],[66.37564183],[105.04189318],[104.67982167],[89.17461586],[19.11101562],[32.30713084],[69.78607487]
